Nodes,Samples,Deg,Graph,Rep,Algo,F1,Prec,Rec,SHD,Actual_CIT,Cond_CIT,Requests,Time_Total
100,1000,4,sf,17,Standard PC,0.6746987951807228,0.9767441860465116,0.5153374233128835,81.0,11558,6608,18716,1.7973060607910156
100,1000,4,sf,17,DF-PC (Pure),0.6976744186046512,0.9473684210526315,0.5521472392638037,78.0,7991,3041,19608,1.437486171722412
100,1000,4,sf,18,Standard PC,0.6666666666666666,0.967032967032967,0.5086705202312138,88.0,13624,8674,22854,2.081552505493164
100,1000,4,sf,18,DF-PC (Pure),0.6741573033707865,0.9574468085106383,0.5202312138728323,87.0,10398,5448,23071,1.3739666938781738
100,1000,4,sf,19,Standard PC,0.7063197026022305,0.9223300970873787,0.572289156626506,79.0,15595,10645,22182,1.6727750301361084
100,1000,4,sf,19,DF-PC (Pure),0.7205882352941178,0.9245283018867925,0.5903614457831325,76.0,8092,3142,22423,1.097825288772583
100,1000,4,sf,20,Standard PC,0.7797833935018051,0.9818181818181818,0.6467065868263473,61.0,17777,12827,26661,2.4242279529571533
100,1000,4,sf,20,DF-PC (Pure),0.7769784172661871,0.972972972972973,0.6467065868263473,62.0,10741,5791,27311,1.4934320449829102
100,1000,4,sf,21,Standard PC,0.6766917293233083,0.9375,0.5294117647058824,86.0,13983,9033,22568,1.5845451354980469
100,1000,4,sf,21,DF-PC (Pure),0.6813186813186815,0.9029126213592233,0.5470588235294118,87.0,9688,4738,23857,1.2740333080291748
100,1000,4,sf,22,Standard PC,0.65,0.9680851063829787,0.489247311827957,98.0,14029,9079,22532,1.6662061214447021
100,1000,4,sf,22,DF-PC (Pure),0.6526315789473685,0.9393939393939394,0.5,99.0,9780,4830,23060,1.1780600547790527
100,1000,4,sf,23,Standard PC,0.700361010830325,0.9897959183673469,0.5418994413407822,83.0,16059,11109,24805,1.8326036930084229
100,1000,4,sf,23,DF-PC (Pure),0.7137809187279152,0.9711538461538461,0.5642458100558659,81.0,10637,5687,25458,1.4216620922088623
100,1000,4,sf,24,Standard PC,0.672,0.9438202247191011,0.5217391304347826,82.0,12146,7196,19746,1.663835048675537
100,1000,4,sf,24,DF-PC (Pure),0.6850393700787403,0.9354838709677419,0.5403726708074534,80.0,8763,3813,20080,1.218714952468872
100,1000,4,sf,25,Standard PC,0.7509025270758123,0.9811320754716981,0.6081871345029239,69.0,12810,7860,20114,1.7500419616699219
100,1000,4,sf,25,DF-PC (Pure),0.7615658362989325,0.9727272727272728,0.6257309941520468,67.0,8420,3470,20463,1.0903677940368652
100,1000,4,sf,26,Standard PC,0.6612903225806451,0.9425287356321839,0.5093167701863354,84.0,12569,7619,20975,1.3812134265899658
100,1000,4,sf,26,DF-PC (Pure),0.6561264822134387,0.9021739130434783,0.515527950310559,87.0,9866,4916,21356,1.244776725769043
100,1000,4,sf,27,Standard PC,0.6851211072664359,0.9339622641509434,0.5409836065573771,91.0,17515,12565,26654,2.184896469116211
100,1000,4,sf,27,DF-PC (Pure),0.6986301369863014,0.9357798165137615,0.5573770491803278,88.0,11251,6301,27882,1.3069126605987549
100,1000,4,sf,28,Standard PC,0.7154471544715448,0.9777777777777777,0.5641025641025641,70.0,10380,5430,16982,1.1861474514007568
100,1000,4,sf,28,DF-PC (Pure),0.7142857142857143,0.9375,0.5769230769230769,72.0,7295,2345,17066,0.8664615154266357
100,1000,4,sf,29,Standard PC,0.7104247104247106,0.968421052631579,0.5609756097560976,75.0,13169,8219,21008,1.355532169342041
100,1000,4,sf,29,DF-PC (Pure),0.7245283018867924,0.9504950495049505,0.5853658536585366,73.0,8826,3876,21443,1.0592858791351318
