Nodes,Samples,Deg,Graph,Data,Rep,Algo,F1,Prec,Rec,SHD,Requests,Actual_CIT,Cond_CIT,Performed_CITs,Bypassed_CITs,Time_Total,Time_CIT,Time_Overhead
20,5000,4,er,discrete,21,Standard PC,0.6440677966101694,1.0,0.475,21.0,555,360,170,360,195,0.09869265556335449,0.09384346008300781,0.00484919548034668
20,5000,4,er,discrete,22,Standard PC,0.5714285714285715,1.0,0.4,24.0,496,303,113,303,193,0.08002090454101562,0.07565045356750488,0.004370450973510742
20,5000,4,er,discrete,23,Standard PC,0.5185185185185185,1.0,0.35,26.0,529,339,149,339,190,0.09855818748474121,0.09350228309631348,0.005055904388427734
20,5000,4,er,discrete,24,Standard PC,0.4,1.0,0.25,30.0,428,238,48,238,190,0.05799722671508789,0.054280757904052734,0.0037164688110351562
20,5000,4,er,discrete,25,Standard PC,0.4528301886792453,0.9230769230769231,0.3,29.0,447,257,67,257,190,0.06209731101989746,0.05831599235534668,0.0037813186645507812
20,5000,4,er,discrete,26,Standard PC,0.5185185185185185,1.0,0.35,26.0,531,332,142,332,199,0.08588171005249023,0.0813603401184082,0.004521369934082031
20,5000,4,er,discrete,27,Standard PC,0.5714285714285715,1.0,0.4,24.0,475,282,92,282,193,0.06963729858398438,0.06558012962341309,0.004057168960571289
20,5000,4,er,discrete,28,Standard PC,0.4313725490196079,1.0,0.275,29.0,444,252,62,252,192,0.06893134117126465,0.06486225128173828,0.004069089889526367
20,5000,4,er,discrete,29,Standard PC,0.6666666666666666,1.0,0.5,20.0,579,374,184,374,205,0.09350919723510742,0.08857893943786621,0.004930257797241211
20,5000,4,sf,discrete,0,Standard PC,0.46808510638297873,1.0,0.3055555555555556,25.0,439,242,52,242,197,0.059767961502075195,0.05595707893371582,0.003810882568359375
20,5000,4,sf,discrete,1,Standard PC,0.46808510638297873,1.0,0.3055555555555556,25.0,405,215,25,215,190,0.05276656150817871,0.049132347106933594,0.003634214401245117
