Dataset,Nodes,Samples,Rep,Algo,F1,Prec,Rec,SHD,Actual_CIT,Cond_CIT,Requests,Time_Total
mildew,35,5000,0,DF-PC (Pure),0.9047619047619047,1.0,0.8260869565217391,8.0,2735,2140,5838,4.049175500869751
mildew,35,5000,1,Standard PC,0.8395061728395062,0.9714285714285714,0.7391304347826086,13.0,3520,2925,5689,5.933058977127075
mildew,35,5000,1,DF-PC (Pure),0.8333333333333333,0.9210526315789473,0.7608695652173914,14.0,2821,2226,5959,3.912990093231201
mildew,35,5000,2,Standard PC,0.8641975308641976,1.0,0.7608695652173914,11.0,3434,2839,5610,2.5082662105560303
mildew,35,5000,2,DF-PC (Pure),0.8571428571428571,0.9473684210526315,0.782608695652174,12.0,2744,2149,5933,2.793658494949341
mildew,35,5000,3,Standard PC,0.8354430379746834,1.0,0.717391304347826,13.0,3126,2531,5133,2.0432045459747314
mildew,35,5000,3,DF-PC (Pure),0.8433734939759038,0.9459459459459459,0.7608695652173914,13.0,2543,1948,5387,2.433932065963745
mildew,35,5000,4,Standard PC,0.85,1.0,0.7391304347826086,12.0,3392,2797,5548,2.2254457473754883
mildew,35,5000,4,DF-PC (Pure),0.8333333333333333,0.9210526315789473,0.7608695652173914,14.0,2709,2114,5867,1.7604131698608398
mildew,35,5000,5,Standard PC,0.8641975308641976,1.0,0.7608695652173914,11.0,3506,2911,5651,3.37325382232666
mildew,35,5000,5,DF-PC (Pure),0.8705882352941177,0.9487179487179487,0.8043478260869565,11.0,2823,2228,5991,2.975241184234619
mildew,35,5000,6,Standard PC,0.8641975308641976,1.0,0.7608695652173914,11.0,3785,3190,6043,3.73770809173584
mildew,35,5000,6,DF-PC (Pure),0.8470588235294118,0.9230769230769231,0.782608695652174,13.0,3027,2432,6345,3.8599228858947754
mildew,35,5000,7,Standard PC,0.8674698795180723,0.972972972972973,0.782608695652174,11.0,3836,3241,6084,6.700667858123779
mildew,35,5000,7,DF-PC (Pure),0.909090909090909,0.9523809523809523,0.8695652173913043,8.0,3144,2549,6494,5.195988893508911
mildew,35,5000,8,Standard PC,0.8354430379746834,1.0,0.717391304347826,13.0,3603,3008,5825,4.94968318939209
mildew,35,5000,8,DF-PC (Pure),0.8333333333333333,0.9210526315789473,0.7608695652173914,14.0,2938,2343,6085,3.9434657096862793
mildew,35,5000,9,Standard PC,0.8192771084337348,0.918918918918919,0.7391304347826086,15.0,3425,2830,5524,3.593761682510376
mildew,35,5000,9,DF-PC (Pure),0.8372093023255814,0.9,0.782608695652174,14.0,2781,2186,5798,3.0784106254577637
mildew,35,5000,10,Standard PC,0.8641975308641976,1.0,0.7608695652173914,11.0,3482,2887,5626,2.7588253021240234
mildew,35,5000,10,DF-PC (Pure),0.891566265060241,1.0,0.8043478260869565,9.0,2806,2211,5765,2.3058528900146484
mildew,35,5000,11,Standard PC,0.8641975308641976,1.0,0.7608695652173914,11.0,3791,3196,6007,3.383866548538208
mildew,35,5000,11,DF-PC (Pure),0.8705882352941177,0.9487179487179487,0.8043478260869565,11.0,3076,2481,6302,2.875361919403076
mildew,35,5000,12,Standard PC,0.85,1.0,0.7391304347826086,12.0,3359,2764,5446,3.071606397628784
mildew,35,5000,12,DF-PC (Pure),0.8470588235294118,0.9230769230769231,0.782608695652174,13.0,2679,2084,5792,2.714744806289673
mildew,35,5000,13,Standard PC,0.878048780487805,1.0,0.782608695652174,10.0,3503,2908,5639,4.195053577423096
mildew,35,5000,13,DF-PC (Pure),0.8705882352941177,0.9487179487179487,0.8043478260869565,11.0,2829,2234,5970,4.879452705383301
mildew,35,5000,14,Standard PC,0.878048780487805,1.0,0.782608695652174,10.0,3572,2977,5695,3.7254257202148438
mildew,35,5000,14,DF-PC (Pure),0.8470588235294118,0.9230769230769231,0.782608695652174,13.0,2878,2283,6089,4.797579050064087
