Nodes,Samples,Deg,Graph,Data,Algo,F1_mean,F1_ci95,Prec_mean,Prec_ci95,Rec_mean,Rec_ci95,SHD_mean,SHD_ci95,Actual_CIT_mean,Actual_CIT_ci95,Cond_CIT_mean,Cond_CIT_ci95,Requests_mean,Requests_ci95,Time_Total_mean,Time_Total_ci95
10,1000,2,er,nonlinear_sem,DF-PC (Pure),0.8561800743689287,0.04546529496794729,0.9448112073112073,0.020567604156824952,0.8033333333333332,0.06052687696593178,2.466666666666667,0.607089861237081,88.9,11.562472527211847,43.9,11.562472527211845,203.83333333333334,22.42477628808995,39.000317398707075,9.483898406732969
10,1000,2,er,nonlinear_sem,Standard PC,0.8512716431601882,0.045010854729568096,0.9727380952380952,0.020479913531007594,0.7733333333333334,0.056332651835638355,2.5,0.6072110731502859,122.33333333333333,14.436785751518551,77.33333333333333,14.436785751518551,199.7,22.064105986092372,66.37354075908661,11.701870858842804
10,1000,2,sf,nonlinear_sem,DF-PC (Pure),0.8503132107543874,0.05099452454236231,0.9663492063492064,0.022925758349794115,0.7816931216931218,0.0694338237463811,2.1,0.6534459673025061,60.46666666666667,5.7168308022413905,15.466666666666667,5.7168308022413905,159.83333333333334,16.76313624767864,12.950298659006755,4.200201066810809
10,1000,2,sf,nonlinear_sem,Standard PC,0.8505939811822165,0.0479350742438326,0.9870370370370372,0.014471507541824639,0.7695238095238096,0.06637592339876301,2.066666666666667,0.593853368900766,97.5,10.558164722093068,52.5,10.558164722093068,154.63333333333333,13.189150188595095,45.262872743606565,8.974397115515199
