Nodes,Deg,ErrorRate,Rep,Algo,F1,Prec,Rec,SHD,Requests,Performed_CITs,Bypassed_CITs
20,3,0.2,29,Standard PC,0.06451612903225806,1.0,0.03333333333333333,29.0,1102,1102,0
20,3,0.2,0,DF-PC (Pure),0.21739130434782608,0.3125,0.16666666666666666,36.0,1549,606,943
20,3,0.2,1,DF-PC (Pure),0.25531914893617025,0.35294117647058826,0.2,35.0,1510,589,921
20,3,0.2,2,DF-PC (Pure),0.3636363636363636,0.4,0.3333333333333333,35.0,1428,484,944
20,3,0.2,3,DF-PC (Pure),0.14285714285714288,0.25,0.1,36.0,1541,629,912
20,3,0.2,4,DF-PC (Pure),0.13953488372093023,0.23076923076923078,0.1,37.0,1447,567,880
20,3,0.2,5,DF-PC (Pure),0.2222222222222222,0.3333333333333333,0.16666666666666666,35.0,1359,532,827
20,3,0.2,6,DF-PC (Pure),0.16666666666666669,0.2222222222222222,0.13333333333333333,40.0,1628,555,1073
20,3,0.2,7,DF-PC (Pure),0.4482758620689655,0.4642857142857143,0.43333333333333335,32.0,1537,446,1091
20,3,0.2,8,DF-PC (Pure),0.1,0.2,0.06666666666666667,36.0,1553,600,953
20,3,0.2,9,DF-PC (Pure),0.2962962962962963,0.3333333333333333,0.26666666666666666,38.0,1449,564,885
20,3,0.2,10,DF-PC (Pure),0.18181818181818182,0.2857142857142857,0.13333333333333333,36.0,1626,642,984
20,3,0.2,11,DF-PC (Pure),0.18604651162790697,0.3076923076923077,0.13333333333333333,35.0,1279,499,780
20,3,0.2,12,DF-PC (Pure),0.2040816326530612,0.2631578947368421,0.16666666666666666,39.0,1591,603,988
20,3,0.2,13,DF-PC (Pure),0.3673469387755102,0.47368421052631576,0.3,31.0,1436,551,885
20,3,0.2,14,DF-PC (Pure),0.4,0.44,0.36666666666666664,33.0,1584,569,1015
20,3,0.2,15,DF-PC (Pure),0.34615384615384615,0.4090909090909091,0.3,34.0,1446,491,955
20,3,0.2,16,DF-PC (Pure),0.09523809523809522,0.16666666666666666,0.06666666666666667,38.0,1603,648,955
20,3,0.2,17,DF-PC (Pure),0.2181818181818182,0.24,0.2,43.0,1492,504,988
20,3,0.2,18,DF-PC (Pure),0.13953488372093023,0.23076923076923078,0.1,37.0,1469,590,879
20,3,0.2,19,DF-PC (Pure),0.25,0.3333333333333333,0.2,36.0,1350,542,808
20,3,0.2,20,DF-PC (Pure),0.28,0.35,0.23333333333333334,36.0,1290,506,784
20,3,0.2,21,DF-PC (Pure),0.13043478260869568,0.1875,0.1,40.0,1604,635,969
20,3,0.2,22,DF-PC (Pure),0.21276595744680848,0.29411764705882354,0.16666666666666666,37.0,1701,596,1105
20,3,0.2,23,DF-PC (Pure),0.26666666666666666,0.4,0.2,33.0,1513,603,910
20,3,0.2,24,DF-PC (Pure),0.3703703703703704,0.4166666666666667,0.3333333333333333,34.0,1434,500,934
20,3,0.2,25,DF-PC (Pure),0.33333333333333337,0.4444444444444444,0.26666666666666666,32.0,1566,613,953
20,3,0.2,26,DF-PC (Pure),0.3773584905660377,0.43478260869565216,0.3333333333333333,33.0,1510,525,985
20,3,0.2,27,DF-PC (Pure),0.17777777777777776,0.26666666666666666,0.13333333333333333,37.0,1651,619,1032
20,3,0.2,28,DF-PC (Pure),0.13953488372093023,0.23076923076923078,0.1,37.0,1278,466,812
20,3,0.2,29,DF-PC (Pure),0.19047619047619044,0.3333333333333333,0.13333333333333333,34.0,1285,508,777
