Nodes,Samples,Deg,Graph,Data,Rep,Algo,F1,Prec,Rec,SHD,Requests,Actual_CIT,Cond_CIT,Performed_CITs,Bypassed_CITs,Time_Total,Time_CIT,Time_Overhead
30,5000,6,er,discrete,15,PC with deduce-dep,0.33333333333333337,1.0,0.2,72.0,1023,614,179,614,409,0.11175394058227539,0.10434198379516602,0.007411956787109375
30,5000,6,er,discrete,16,PC with deduce-dep,0.3893805309734513,0.9565217391304348,0.24444444444444444,69.0,1074,680,245,680,394,0.1234128475189209,0.1153249740600586,0.008087873458862305
30,5000,6,er,discrete,17,PC with deduce-dep,0.4347826086956522,1.0,0.2777777777777778,65.0,1195,823,388,823,372,0.1590714454650879,0.1488656997680664,0.010205745697021484
30,5000,6,er,discrete,18,PC with deduce-dep,0.4210526315789474,1.0,0.26666666666666666,66.0,1150,759,324,759,391,0.15083837509155273,0.1423966884613037,0.008441686630249023
30,5000,6,er,discrete,19,PC with deduce-dep,0.3486238532110092,1.0,0.2111111111111111,71.0,1009,589,154,589,420,0.10954403877258301,0.10236763954162598,0.007176399230957031
30,5000,6,er,discrete,20,PC with deduce-dep,0.3177570093457944,1.0,0.18888888888888888,73.0,1026,582,147,582,444,0.09852004051208496,0.09180474281311035,0.006715297698974609
30,5000,6,er,discrete,21,PC with deduce-dep,0.3486238532110092,1.0,0.2111111111111111,71.0,1030,624,189,624,406,0.19699645042419434,0.1856234073638916,0.011373043060302734
30,5000,6,er,discrete,22,PC with deduce-dep,0.2830188679245283,0.9375,0.16666666666666666,76.0,966,536,101,536,430,0.08788919448852539,0.08165502548217773,0.006234169006347656
30,5000,6,er,discrete,23,PC with deduce-dep,0.3148148148148148,0.9444444444444444,0.18888888888888888,74.0,979,543,108,543,436,0.08962559700012207,0.08329153060913086,0.006334066390991211
30,5000,6,er,discrete,24,PC with deduce-dep,0.3486238532110092,1.0,0.2111111111111111,71.0,981,544,109,544,437,0.09418439865112305,0.08768606185913086,0.0064983367919921875
30,5000,6,er,discrete,25,PC with deduce-dep,0.3177570093457944,1.0,0.18888888888888888,73.0,1025,595,160,595,430,0.16385388374328613,0.15413641929626465,0.009717464447021484
30,5000,6,er,discrete,26,PC with deduce-dep,0.4070796460176991,1.0,0.25555555555555554,67.0,1010,583,148,583,427,0.0960242748260498,0.08921456336975098,0.006809711456298828
30,5000,6,er,discrete,27,PC with deduce-dep,0.2692307692307693,1.0,0.15555555555555556,76.0,1023,583,148,583,440,0.09954166412353516,0.09290623664855957,0.006635427474975586
30,5000,6,er,discrete,28,PC with deduce-dep,0.2990654205607477,0.9411764705882353,0.17777777777777778,75.0,994,547,112,547,447,0.09607315063476562,0.08941316604614258,0.006659984588623047
30,5000,6,er,discrete,29,PC with deduce-dep,0.3018867924528302,1.0,0.17777777777777778,74.0,1010,579,144,579,431,0.0946807861328125,0.08830809593200684,0.006372690200805664
30,5000,6,er,discrete,0,DF-PC (Pure),0.375,0.9545454545454546,0.23333333333333334,70.0,964,435,0,435,529,0.07496023178100586,0.06678462028503418,0.00817561149597168
30,5000,6,er,discrete,1,DF-PC (Pure),0.40350877192982454,0.9583333333333334,0.25555555555555554,68.0,984,435,0,435,549,0.07448577880859375,0.06601691246032715,0.008468866348266602
30,5000,6,er,discrete,2,DF-PC (Pure),0.44067796610169485,0.9285714285714286,0.28888888888888886,66.0,1075,435,0,435,640,0.07727527618408203,0.06812548637390137,0.009149789810180664
30,5000,6,er,discrete,3,DF-PC (Pure),0.4462809917355372,0.8709677419354839,0.3,67.0,1304,444,9,444,860,0.11624646186828613,0.10022211074829102,0.016024351119995117
30,5000,6,er,discrete,4,DF-PC (Pure),0.49180327868852464,0.9375,0.3333333333333333,62.0,1485,450,15,450,1035,0.0894935131072998,0.07462239265441895,0.01487112045288086
30,5000,6,er,discrete,5,DF-PC (Pure),0.46280991735537197,0.9032258064516129,0.3111111111111111,65.0,1290,435,0,435,855,0.07574748992919922,0.06457877159118652,0.011168718338012695
30,5000,6,er,discrete,6,DF-PC (Pure),0.3893805309734513,0.9565217391304348,0.24444444444444444,69.0,1020,438,3,438,582,0.07520341873168945,0.06621074676513672,0.008992671966552734
