Nodes,Samples,Deg,Graph,Data,Rep,Algo,F1,Prec,Rec,SHD,Requests,Actual_CIT,Cond_CIT,Performed_CITs,Bypassed_CITs,Time_Total,Time_CIT,Time_Overhead
30,5000,2,er,linear_sem,0,Standard PC,0.9473684210526316,1.0,0.9,3.0,3012,2082,1647,2082,930,0.22302675247192383,0.21004557609558105,0.012981176376342773
30,5000,2,er,linear_sem,1,Standard PC,0.9666666666666667,0.9666666666666667,0.9666666666666667,2.0,2890,1985,1550,1985,905,0.21381616592407227,0.2007911205291748,0.013025045394897461
30,5000,2,er,linear_sem,2,Standard PC,0.8727272727272728,0.96,0.8,7.0,2735,1754,1319,1754,981,0.29010725021362305,0.2733449935913086,0.016762256622314453
30,5000,2,er,linear_sem,3,Standard PC,0.896551724137931,0.9285714285714286,0.8666666666666667,6.0,3642,2225,1790,2225,1417,0.3833634853363037,0.3614778518676758,0.02188563346862793
30,5000,2,er,linear_sem,4,Standard PC,1.0,1.0,1.0,0.0,1436,893,458,893,543,0.10412049293518066,0.09554028511047363,0.008580207824707031
30,5000,2,er,linear_sem,5,Standard PC,0.9666666666666667,0.9666666666666667,0.9666666666666667,2.0,4011,2444,2009,2444,1567,0.3701512813568115,0.34889960289001465,0.021251678466796875
30,5000,2,er,linear_sem,6,Standard PC,0.9666666666666667,0.9666666666666667,0.9666666666666667,2.0,3233,2175,1740,2175,1058,0.2685847282409668,0.25183749198913574,0.016747236251831055
30,5000,2,er,linear_sem,7,Standard PC,0.983050847457627,1.0,0.9666666666666667,1.0,2699,1757,1322,1757,942,0.3653078079223633,0.34604525566101074,0.01926255226135254
30,5000,2,er,linear_sem,8,Standard PC,0.8571428571428571,0.9230769230769231,0.8,8.0,2274,1294,859,1294,980,0.27127790451049805,0.2540395259857178,0.017238378524780273
30,5000,2,er,linear_sem,9,Standard PC,0.983050847457627,1.0,0.9666666666666667,1.0,2321,1344,909,1344,977,0.2540285587310791,0.23667597770690918,0.017352581024169922
30,5000,2,er,linear_sem,10,Standard PC,0.983050847457627,1.0,0.9666666666666667,1.0,2174,1360,925,1360,814,0.310776948928833,0.2912769317626953,0.019500017166137695
30,5000,2,er,linear_sem,11,Standard PC,1.0,1.0,1.0,0.0,2093,1295,860,1295,798,0.2140636444091797,0.19927000999450684,0.014793634414672852
30,5000,2,er,linear_sem,12,Standard PC,0.9152542372881356,0.9310344827586207,0.9,5.0,2750,1763,1328,1763,987,0.31859493255615234,0.29837584495544434,0.020219087600708008
30,5000,2,er,linear_sem,13,Standard PC,0.983050847457627,1.0,0.9666666666666667,1.0,1689,1081,646,1081,608,0.4068412780761719,0.39157795906066895,0.01526331901550293
30,5000,2,er,linear_sem,14,Standard PC,0.9836065573770492,0.967741935483871,1.0,1.0,1929,1231,796,1231,698,0.4646785259246826,0.45012354850769043,0.014554977416992188
30,5000,2,er,linear_sem,15,Standard PC,0.9333333333333333,0.9333333333333333,0.9333333333333333,4.0,2303,1439,1004,1439,864,0.28101253509521484,0.2657661437988281,0.015246391296386719
30,5000,2,er,linear_sem,16,Standard PC,1.0,1.0,1.0,0.0,1703,1038,603,1038,665,0.20403671264648438,0.1893625259399414,0.014674186706542969
30,5000,2,er,linear_sem,17,Standard PC,0.983050847457627,1.0,0.9666666666666667,1.0,2312,1449,1014,1449,863,0.20693492889404297,0.19306635856628418,0.013868570327758789
30,5000,2,er,linear_sem,18,Standard PC,0.912280701754386,0.9629629629629629,0.8666666666666667,5.0,2617,1569,1134,1569,1048,0.27753543853759766,0.2592146396636963,0.018320798873901367
30,5000,2,er,linear_sem,19,Standard PC,0.9152542372881356,0.9310344827586207,0.9,5.0,2185,1366,931,1366,819,0.22905588150024414,0.21386170387268066,0.015194177627563477
30,5000,2,er,linear_sem,20,Standard PC,0.9666666666666667,0.9666666666666667,0.9666666666666667,2.0,3447,1962,1527,1962,1485,0.3589591979980469,0.33647871017456055,0.022480487823486328
30,5000,2,er,linear_sem,21,Standard PC,0.8620689655172413,0.8928571428571429,0.8333333333333334,8.0,2505,1611,1176,1611,894,0.19530701637268066,0.18225550651550293,0.013051509857177734
30,5000,2,er,linear_sem,22,Standard PC,0.9491525423728815,0.9655172413793104,0.9333333333333333,3.0,1840,1093,658,1093,747,0.23525071144104004,0.21982932090759277,0.015421390533447266
30,5000,2,er,linear_sem,23,Standard PC,0.9333333333333333,0.9333333333333333,0.9333333333333333,4.0,1603,1019,584,1019,584,0.18833613395690918,0.1739795207977295,0.014356613159179688
30,5000,2,er,linear_sem,24,Standard PC,0.983050847457627,1.0,0.9666666666666667,1.0,1613,984,549,984,629,0.09810662269592285,0.09032249450683594,0.007784128189086914
30,5000,2,er,linear_sem,25,Standard PC,0.8771929824561403,0.9259259259259259,0.8333333333333334,7.0,2618,1556,1121,1556,1062,0.1765134334564209,0.16382956504821777,0.012683868408203125
30,5000,2,er,linear_sem,26,Standard PC,0.912280701754386,0.9629629629629629,0.8666666666666667,5.0,2405,1694,1259,1694,711,0.26474881172180176,0.24918198585510254,0.015566825866699219
30,5000,2,er,linear_sem,27,Standard PC,0.8135593220338982,0.8275862068965517,0.8,11.0,2466,1627,1192,1627,839,0.2587618827819824,0.24299979209899902,0.0157620906829834
30,5000,2,er,linear_sem,28,Standard PC,0.983050847457627,1.0,0.9666666666666667,1.0,3019,1856,1421,1856,1163,0.296766996383667,0.2794950008392334,0.017271995544433594
30,5000,2,er,linear_sem,29,Standard PC,0.9152542372881356,0.9310344827586207,0.9,5.0,3481,2197,1762,2197,1284,0.36205124855041504,0.3417537212371826,0.020297527313232422
30,5000,2,er,linear_sem,0,PC with deduce-dep,0.9310344827586207,0.9642857142857143,0.9,4.0,3094,2259,1824,2259,835,0.3677091598510742,0.34641170501708984,0.021297454833984375
30,5000,2,er,linear_sem,1,PC with deduce-dep,0.9666666666666667,0.9666666666666667,0.9666666666666667,2.0,2890,1992,1557,1992,898,0.2961122989654541,0.27887392044067383,0.017238378524780273
30,5000,2,er,linear_sem,2,PC with deduce-dep,0.8727272727272728,0.96,0.8,7.0,2735,1759,1324,1759,976,0.2892873287200928,0.27148985862731934,0.017797470092773438
30,5000,2,er,linear_sem,3,PC with deduce-dep,0.896551724137931,0.9285714285714286,0.8666666666666667,6.0,3642,2232,1797,2232,1410,0.36159253120422363,0.3412654399871826,0.020327091217041016
30,5000,2,er,linear_sem,4,PC with deduce-dep,1.0,1.0,1.0,0.0,1436,895,460,895,541,0.16476893424987793,0.15067100524902344,0.014097929000854492
30,5000,2,er,linear_sem,5,PC with deduce-dep,0.9666666666666667,0.9666666666666667,0.9666666666666667,2.0,4016,2457,2022,2457,1559,0.3814117908477783,0.35973691940307617,0.02167487144470215
30,5000,2,er,linear_sem,6,PC with deduce-dep,0.9508196721311476,0.9354838709677419,0.9666666666666667,3.0,3257,2215,1780,2215,1042,0.34336209297180176,0.3227858543395996,0.02057623863220215
30,5000,2,er,linear_sem,7,PC with deduce-dep,0.983050847457627,1.0,0.9666666666666667,1.0,2699,1762,1327,1762,937,0.2821485996246338,0.26586341857910156,0.016285181045532227
30,5000,2,er,linear_sem,8,PC with deduce-dep,0.8571428571428571,0.9230769230769231,0.8,8.0,2274,1297,862,1297,977,0.24597811698913574,0.22900128364562988,0.01697683334350586
30,5000,2,er,linear_sem,9,PC with deduce-dep,0.983050847457627,1.0,0.9666666666666667,1.0,2321,1348,913,1348,973,0.2398519515991211,0.2232646942138672,0.016587257385253906
30,5000,2,er,linear_sem,10,PC with deduce-dep,0.983050847457627,1.0,0.9666666666666667,1.0,2174,1365,930,1365,809,0.21693015098571777,0.2019963264465332,0.01493382453918457
30,5000,2,er,linear_sem,11,PC with deduce-dep,1.0,1.0,1.0,0.0,2093,1296,861,1296,797,0.29355955123901367,0.275784969329834,0.017774581909179688
30,5000,2,er,linear_sem,12,PC with deduce-dep,0.9152542372881356,0.9310344827586207,0.9,5.0,2750,1767,1332,1767,983,0.31959104537963867,0.2996518611907959,0.019939184188842773
30,5000,2,er,linear_sem,13,PC with deduce-dep,0.983050847457627,1.0,0.9666666666666667,1.0,1689,1082,647,1082,607,0.19658350944519043,0.1818404197692871,0.01474308967590332
30,5000,2,er,linear_sem,14,PC with deduce-dep,0.9836065573770492,0.967741935483871,1.0,1.0,1929,1234,799,1234,695,0.2027604579925537,0.18853425979614258,0.014226198196411133
30,5000,2,er,linear_sem,15,PC with deduce-dep,0.9333333333333333,0.9333333333333333,0.9333333333333333,4.0,2303,1447,1012,1447,856,0.2657952308654785,0.2481520175933838,0.017643213272094727
