Setup,Nodes,Samples,Deg,Graph,Data,Rep,Algo,F1,Prec,Rec,SHD,Requests,Actual_CIT,Cond_CIT,Performed_CITs,Bypassed_CITs,Time_Total,Time_CIT,Time_Overhead
SetupA_NodeScaling,40,5000,3,sf,linear_sem,21,DF-PC (Pure),0.48000000000000004,0.7346938775510204,0.3564356435643564,78.0,23981,12803,12023,12803,11178,3.202789783477783,2.8466720581054688,0.35611772537231445
SetupA_NodeScaling,40,5000,3,sf,linear_sem,22,DF-PC (Pure),0.5935483870967742,0.8679245283018868,0.45098039215686275,63.0,22358,11949,11169,11949,10409,3.5659353733062744,3.1771273612976074,0.388808012008667
SetupA_NodeScaling,40,5000,3,sf,linear_sem,23,DF-PC (Pure),0.6216216216216216,0.8518518518518519,0.48936170212765956,56.0,17011,7353,6573,7353,9658,2.111584424972534,1.8343963623046875,0.2771880626678467
SetupA_NodeScaling,40,5000,3,sf,linear_sem,24,DF-PC (Pure),0.6794871794871795,0.8688524590163934,0.5578947368421052,50.0,19578,9270,8490,9270,10308,4.328041315078735,3.9750239849090576,0.35301733016967773
SetupA_NodeScaling,40,5000,3,sf,linear_sem,25,DF-PC (Pure),0.670886075949367,0.8688524590163934,0.5463917525773195,52.0,18962,8497,7717,8497,10465,4.0896947383880615,3.7654552459716797,0.32423949241638184
SetupA_NodeScaling,40,5000,3,sf,linear_sem,26,DF-PC (Pure),0.5161290322580646,0.8163265306122449,0.37735849056603776,75.0,23498,12853,12073,12853,10645,4.052239179611206,3.6635615825653076,0.38867759704589844
SetupA_NodeScaling,40,5000,3,sf,linear_sem,27,DF-PC (Pure),0.6143790849673203,0.8392857142857143,0.4845360824742268,59.0,22187,11486,10706,11486,10701,2.6726832389831543,2.3617866039276123,0.310896635055542
SetupA_NodeScaling,40,5000,3,sf,linear_sem,28,DF-PC (Pure),0.6575342465753424,0.9056603773584906,0.5161290322580645,50.0,15729,7954,7174,7954,7775,3.198760986328125,2.930941581726074,0.2678194046020508
SetupA_NodeScaling,40,5000,3,sf,linear_sem,29,DF-PC (Pure),0.6623376623376622,0.8793103448275862,0.53125,52.0,20799,10122,9342,10122,10677,5.430025339126587,5.063286542892456,0.36673879623413086
SetupA_NodeScaling,50,5000,3,sf,linear_sem,0,DF-PC (Pure),0.6633165829145728,0.8148148148148148,0.559322033898305,67.0,33324,16663,15438,16663,16661,6.523765563964844,5.943392515182495,0.5803730487823486
SetupA_NodeScaling,50,5000,3,sf,linear_sem,1,DF-PC (Pure),0.5543478260869564,0.864406779661017,0.408,82.0,28619,14752,13527,14752,13867,4.764380216598511,4.337643623352051,0.42673659324645996
SetupA_NodeScaling,50,5000,3,sf,linear_sem,2,DF-PC (Pure),0.6236559139784946,0.8405797101449275,0.49572649572649574,70.0,28239,13765,12540,13765,14474,4.554710388183594,4.121828556060791,0.43288183212280273
SetupA_NodeScaling,50,5000,3,sf,linear_sem,3,DF-PC (Pure),0.6310160427807487,0.8194444444444444,0.5130434782608696,69.0,30155,14956,13731,14956,15199,5.827978134155273,5.210025310516357,0.617952823638916
SetupA_NodeScaling,50,5000,3,sf,linear_sem,4,DF-PC (Pure),0.6799999999999999,0.7906976744186046,0.5964912280701754,64.0,33806,14036,12811,14036,19770,7.427062511444092,6.645969390869141,0.7810931205749512
SetupA_NodeScaling,50,5000,3,sf,linear_sem,5,DF-PC (Pure),0.6120218579234972,0.8888888888888888,0.4666666666666667,71.0,23954,12311,11086,12311,11643,7.115322113037109,6.709381818771362,0.40594029426574707
SetupA_NodeScaling,50,5000,3,sf,linear_sem,6,DF-PC (Pure),0.5728155339805825,0.8309859154929577,0.43703703703703706,88.0,39944,20233,19008,20233,19711,8.978423833847046,8.22266697883606,0.7557568550109863
SetupA_NodeScaling,50,5000,3,sf,linear_sem,7,DF-PC (Pure),0.6035502958579881,0.8793103448275862,0.4594594594594595,67.0,26328,13180,11955,13180,13148,5.5026397705078125,5.103616952896118,0.39902281761169434
SetupA_NodeScaling,50,5000,3,sf,linear_sem,8,DF-PC (Pure),0.5524861878453039,0.8928571428571429,0.4,81.0,36510,18442,17217,18442,18068,5.872328281402588,5.361301422119141,0.5110268592834473
SetupA_NodeScaling,50,5000,3,sf,linear_sem,9,DF-PC (Pure),0.5434782608695652,0.819672131147541,0.4065040650406504,84.0,36963,20140,18915,20140,16823,7.379470348358154,6.790088415145874,0.5893819332122803
SetupA_NodeScaling,50,5000,3,sf,linear_sem,10,DF-PC (Pure),0.5966850828729282,0.9,0.4462809917355372,73.0,25503,12908,11683,12908,12595,3.4530251026153564,3.0727365016937256,0.38028860092163086
SetupA_NodeScaling,50,5000,3,sf,linear_sem,11,DF-PC (Pure),0.6473988439306358,0.875,0.5137614678899083,61.0,24906,11970,10745,11970,12936,4.159628629684448,3.737607955932617,0.42202067375183105
SetupA_NodeScaling,50,5000,3,sf,linear_sem,12,DF-PC (Pure),0.5698924731182796,0.8153846153846154,0.4380165289256198,80.0,28822,14919,13694,14919,13903,6.430167198181152,5.983424663543701,0.44674253463745117
SetupA_NodeScaling,50,5000,3,sf,linear_sem,13,DF-PC (Pure),0.5434782608695652,0.7936507936507936,0.4132231404958678,84.0,27405,14018,12793,14018,13387,6.177119970321655,5.754613161087036,0.42250680923461914
SetupA_NodeScaling,50,5000,3,sf,linear_sem,14,DF-PC (Pure),0.5934065934065934,0.8852459016393442,0.4462809917355372,74.0,27141,14132,12907,14132,13009,4.057645559310913,3.6593427658081055,0.3983027935028076
SetupA_NodeScaling,50,5000,3,sf,linear_sem,15,DF-PC (Pure),0.5747126436781608,0.8620689655172413,0.43103448275862066,74.0,26713,13613,12388,13613,13100,6.388820648193359,5.97770357131958,0.4111170768737793
SetupA_NodeScaling,50,5000,3,sf,linear_sem,16,DF-PC (Pure),0.48704663212435223,0.6911764705882353,0.376,99.0,30153,15062,13837,15062,15091,3.4346187114715576,2.984372615814209,0.45024609565734863
SetupA_NodeScaling,50,5000,3,sf,linear_sem,17,DF-PC (Pure),0.572972972972973,0.8548387096774194,0.43089430894308944,79.0,27230,13590,12365,13590,13640,3.693265199661255,3.3097004890441895,0.38356471061706543
SetupA_NodeScaling,50,5000,3,sf,linear_sem,18,DF-PC (Pure),0.6231155778894473,0.8378378378378378,0.496,75.0,38742,20022,18797,20022,18720,4.649871349334717,4.096825838088989,0.5530455112457275
SetupA_NodeScaling,50,5000,3,sf,linear_sem,19,DF-PC (Pure),0.5079365079365079,0.8421052631578947,0.36363636363636365,93.0,34120,18394,17169,18394,15726,5.0428307056427,4.563028812408447,0.47980189323425293
